2025-02-20 09:30,JTAI,1.5,10.15,13210000
2025-02-20 09:30,EDIT,0.84,3.2,264150000
2025-02-20 09:30,OSRH,0.76,5.46,97340000
2025-02-20 09:30,SINT,0.71,4.82,6470000
2025-02-20 09:30,LYT,0.62,0.36,8220000
2025-02-20 09:30,AGH,0.42,3.86,53580000
2025-02-20 09:30,HUHU,0.34,4.29,90830000
2025-02-20 09:30,GMGI,0.32,2.44,515780000
2025-02-20 09:30,MVIS,0.32,1.75,383280000
2025-02-20 09:30,PRPH,0.3,0.57,13610000
2025-02-20 09:30,ATGL,0.29,39.31,647060000
2025-02-20 09:30,CPIX,0.28,6.19,86920000
2025-02-20 09:30,COMP,0.28,10.24,5680000000
2025-02-20 09:30,BSLK,0.28,0.69,23690000
2025-02-20 09:30,CELZ,0.27,6.15,10750000
2025-02-20 09:30,RSLS,0.26,1.36,969240
2025-02-20 09:30,PNST,0.26,0.46,23940000
2025-02-20 09:30,TRUG,0.26,0.51,10930000
2025-02-20 09:30,DDC,0.25,0.24,18940000
2025-02-20 09:30,CRML,0.25,3.43,311140000
2025-02-20 09:31,JTAI,1.5,10.15,13210000
2025-02-20 09:31,EDIT,0.84,3.2,264150000
2025-02-20 09:31,OSRH,0.76,5.46,97340000
2025-02-20 09:31,SINT,0.71,4.82,6470000
2025-02-20 09:31,LYT,0.62,0.36,8220000
2025-02-20 09:31,AGH,0.42,3.86,53580000
2025-02-20 09:31,HUHU,0.34,4.29,90830000
2025-02-20 09:31,GMGI,0.32,2.44,515780000
2025-02-20 09:31,MVIS,0.32,1.75,383280000
2025-02-20 09:31,PRPH,0.3,0.57,13610000
2025-02-20 09:31,ATGL,0.29,39.31,647060000
2025-02-20 09:31,CPIX,0.28,6.19,86920000
2025-02-20 09:31,COMP,0.28,10.24,5680000000
2025-02-20 09:31,BSLK,0.28,0.69,23690000
2025-02-20 09:31,CELZ,0.27,6.15,10750000
2025-02-20 09:31,RSLS,0.26,1.36,969240
2025-02-20 09:31,PNST,0.26,0.46,23940000
2025-02-20 09:31,TRUG,0.26,0.51,10930000
2025-02-20 09:31,DDC,0.25,0.24,18940000
2025-02-20 09:31,CRML,0.25,3.43,311140000
2025-02-20 09:31,JTAI,1.5,10.15,13210000
2025-02-20 09:31,EDIT,0.84,3.2,264150000
2025-02-20 09:31,OSRH,0.76,5.46,97340000
2025-02-20 09:31,SINT,0.71,4.82,6470000
2025-02-20 09:31,LYT,0.62,0.36,8220000
2025-02-20 09:31,AGH,0.42,3.86,53580000
2025-02-20 09:31,HUHU,0.34,4.29,90830000
2025-02-20 09:31,GMGI,0.32,2.44,515780000
2025-02-20 09:31,MVIS,0.32,1.75,383280000
2025-02-20 09:31,PRPH,0.3,0.57,13610000
2025-02-20 09:31,ATGL,0.29,39.31,647060000
2025-02-20 09:31,CPIX,0.28,6.19,86920000
2025-02-20 09:31,BSLK,0.28,0.69,23690000
2025-02-20 09:31,CELZ,0.27,6.15,10750000
2025-02-20 09:31,RSLS,0.26,1.36,969240
2025-02-20 09:31,PNST,0.26,0.46,23940000
2025-02-20 09:31,TRUG,0.26,0.51,10930000
2025-02-20 09:31,DDC,0.25,0.24,18940000
2025-02-20 09:31,CRML,0.25,3.43,311140000
2025-02-20 09:31,XHLD,0.24,1.93,52800000
2025-02-20 09:32,JTAI,1.5,10.15,13210000
2025-02-20 09:32,EDIT,0.84,3.2,264150000
2025-02-20 09:32,OSRH,0.76,5.46,97340000
2025-02-20 09:32,SINT,0.71,4.82,6470000
2025-02-20 09:32,LYT,0.62,0.36,8220000
2025-02-20 09:32,AGH,0.42,3.86,53580000
2025-02-20 09:32,HUHU,0.34,4.29,90830000
2025-02-20 09:32,GMGI,0.32,2.44,515780000
2025-02-20 09:32,MVIS,0.32,1.75,383280000
2025-02-20 09:32,PRPH,0.3,0.57,13610000
2025-02-20 09:32,ATGL,0.29,39.31,647060000
2025-02-20 09:32,CPIX,0.28,6.19,86920000
2025-02-20 09:32,BSLK,0.28,0.69,23690000
2025-02-20 09:32,CELZ,0.27,6.15,10750000
2025-02-20 09:32,RSLS,0.26,1.36,969240
2025-02-20 09:32,PNST,0.26,0.46,23940000
2025-02-20 09:32,TRUG,0.26,0.51,10930000
2025-02-20 09:32,DDC,0.25,0.24,18940000
2025-02-20 09:32,CRML,0.25,3.43,311140000
2025-02-20 09:32,XHLD,0.24,1.93,52800000
2025-02-20 09:32,JTAI,1.5,10.15,13210000
2025-02-20 09:32,EDIT,0.84,3.2,264150000
2025-02-20 09:32,OSRH,0.76,5.46,97340000
2025-02-20 09:32,SINT,0.71,4.82,6470000
2025-02-20 09:32,LYT,0.62,0.36,8220000
2025-02-20 09:32,AGH,0.42,3.86,53580000
2025-02-20 09:32,HUHU,0.34,4.29,90830000
2025-02-20 09:32,GMGI,0.32,2.44,515780000
2025-02-20 09:32,MVIS,0.32,1.75,383280000
2025-02-20 09:32,PRPH,0.3,0.57,13610000
2025-02-20 09:32,ATGL,0.29,39.31,647060000
2025-02-20 09:32,CPIX,0.28,6.19,86920000
2025-02-20 09:32,BSLK,0.28,0.69,23690000
2025-02-20 09:32,CELZ,0.27,6.15,10750000
2025-02-20 09:32,RSLS,0.26,1.36,969240
2025-02-20 09:32,PNST,0.26,0.46,23940000
2025-02-20 09:32,TRUG,0.26,0.51,10930000
2025-02-20 09:32,DDC,0.25,0.24,18940000
2025-02-20 09:32,CRML,0.25,3.43,311140000
2025-02-20 09:32,XHLD,0.24,1.93,52800000
2025-02-20 09:33,JTAI,1.5,10.15,13210000
2025-02-20 09:33,EDIT,0.84,3.2,264150000
2025-02-20 09:33,OSRH,0.76,5.46,97340000
2025-02-20 09:33,SINT,0.71,4.82,6470000
2025-02-20 09:33,LYT,0.62,0.36,8220000
2025-02-20 09:33,AGH,0.42,3.86,53580000
2025-02-20 09:33,HUHU,0.34,4.29,90830000
2025-02-20 09:33,GMGI,0.32,2.44,515780000
2025-02-20 09:33,MVIS,0.32,1.75,383280000
2025-02-20 09:33,PRPH,0.3,0.57,13610000
2025-02-20 09:33,ATGL,0.29,39.31,647060000
